id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	originalname.outcome	metabolite	raw.label	class	subclass	label	label.no.units	derived_features	sex	lower_ci	upper_ci
5c1eFu	met-c-887	Cholesterol esters in large VLDL || id:met-c-887	WHR	Weighted mode	197	0.391663218069493	0.109136803683243	0.000419797302105121	Cholesterol esters in large VLDL	lvldlce	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	0.177755082850337	0.605571353288649
5c1eFu	met-c-888	Free cholesterol in large VLDL || id:met-c-888	WHR	MR Egger	199	0.381496402168406	0.101933270799668	0.000238885938393021	Free cholesterol in large VLDL	lvldlfc	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	0.181707191401057	0.581285612935755
5c1eFu	met-c-888	Free cholesterol in large VLDL || id:met-c-888	WHR	Weighted median	199	0.300672006187528	0.054018535787463	2.60519436085775e-08	Free cholesterol in large VLDL	lvldlfc	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	0.194795676044101	0.406548336330955
5c1eFu	met-c-888	Free cholesterol in large VLDL || id:met-c-888	WHR	Inverse variance weighted (multiplicative random effects)	199	0.232381434626677	0.0419446116674447	3.02130631034615e-08	Free cholesterol in large VLDL	lvldlfc	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	0.150169995758485	0.314592873494869
5c1eFu	met-c-888	Free cholesterol in large VLDL || id:met-c-888	WHR	Weighted mode	199	0.440807792156051	0.0986748048609913	1.33059284042482e-05	Free cholesterol in large VLDL	lvldlfc	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	0.247405174628508	0.634210409683594
5c1eFu	met-c-889	Total lipids in large VLDL || id:met-c-889	WHR	MR Egger	197	0.379900983610102	0.106402977284673	0.000448870327209773	Total lipids in large VLDL	lvldll	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	Female	0.171351148132143	0.588450819088061
5c1eFu	met-c-889	Total lipids in large VLDL || id:met-c-889	WHR	Weighted median	197	0.369260996852133	0.0585931245471274	2.93598640129734e-10	Total lipids in large VLDL	lvldll	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	Female	0.254418472739763	0.484103520964503
5c1eFu	met-c-889	Total lipids in large VLDL || id:met-c-889	WHR	Inverse variance weighted (multiplicative random effects)	197	0.239797272411379	0.0443198337505415	6.2810928070278e-08	Total lipids in large VLDL	lvldll	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	Female	0.152930398260318	0.32666414656244
5c1eFu	met-c-889	Total lipids in large VLDL || id:met-c-889	WHR	Weighted mode	197	0.389268958329337	0.0962575489880489	7.54945683104501e-05	Total lipids in large VLDL	lvldll	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	Female	0.200604162312761	0.577933754345913
5c1eFu	met-c-890	Concentration of large VLDL particles || id:met-c-890	WHR	MR Egger	197	0.39938262342129	0.104772761594463	0.000184867904029987	Concentration of large VLDL particles	lvldlp	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	Female	0.194028010696143	0.604737236146437
5c1eFu	met-c-890	Concentration of large VLDL particles || id:met-c-890	WHR	Weighted median	197	0.381782673318747	0.061327439299056	4.80587163427455e-10	Concentration of large VLDL particles	lvldlp	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	Female	0.261580892292597	0.501984454344897
5c1eFu	met-c-890	Concentration of large VLDL particles || id:met-c-890	WHR	Inverse variance weighted (multiplicative random effects)	197	0.246495409762766	0.0437010843521417	1.69569610611853e-08	Concentration of large VLDL particles	lvldlp	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	Female	0.160841284432568	0.332149535092964
5c1eFu	met-c-890	Concentration of large VLDL particles || id:met-c-890	WHR	Weighted mode	197	0.448056046025434	0.0959771515946988	5.62214971097462e-06	Concentration of large VLDL particles	lvldlp	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	Female	0.259940828899824	0.636171263151044
5c1eFu	met-c-891	Phospholipids in large VLDL || id:met-c-891	WHR	MR Egger	199	0.377924664787334	0.102753329735986	0.000303231602496206	Phospholipids in large VLDL	lvldlpl	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	Female	0.176528138504801	0.579321191069867
5c1eFu	met-c-891	Phospholipids in large VLDL || id:met-c-891	WHR	Weighted median	199	0.304361267103232	0.0593790199967075	2.96375362094608e-07	Phospholipids in large VLDL	lvldlpl	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	Female	0.187978387909685	0.420744146296779
5c1eFu	met-c-891	Phospholipids in large VLDL || id:met-c-891	WHR	Inverse variance weighted (multiplicative random effects)	199	0.228144234895666	0.042175191264843	6.32215558073083e-08	Phospholipids in large VLDL	lvldlpl	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	Female	0.145480860016574	0.310807609774758
5c1eFu	met-c-891	Phospholipids in large VLDL || id:met-c-891	WHR	Weighted mode	199	0.367449565621015	0.0915819042666667	8.52387133812549e-05	Phospholipids in large VLDL	lvldlpl	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	Female	0.187949033258348	0.546950097983682
5c1eFu	met-c-892	Triglycerides in large VLDL || id:met-c-892	WHR	MR Egger	199	0.366174705423585	0.105522412237551	0.000639091591091135	Triglycerides in large VLDL	lvldltg	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	Female	0.159350777437985	0.572998633409185
5c1eFu	met-c-892	Triglycerides in large VLDL || id:met-c-892	WHR	Weighted median	199	0.309457480635262	0.0573710419535725	6.8919057617439e-08	Triglycerides in large VLDL	lvldltg	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	Female	0.19701023840626	0.421904722864264
5c1eFu	met-c-892	Triglycerides in large VLDL || id:met-c-892	WHR	Inverse variance weighted (multiplicative random effects)	199	0.22948670655514	0.043378046894324	1.22057027344324e-07	Triglycerides in large VLDL	lvldltg	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	Female	0.144465734642265	0.314507678468015
5c1eFu	met-c-892	Triglycerides in large VLDL || id:met-c-892	WHR	Weighted mode	199	0.344299828651845	0.0888144656955838	0.000144017384701631	Triglycerides in large VLDL	lvldltg	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	Female	0.170223475888501	0.518376181415189
5c1eFu	met-c-893	18:2, linoleic acid (LA) || id:met-c-893	WHR	MR Egger	198	0.064039087658931	0.127801525560054	0.616875454054748	18:2, linoleic acid	la	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	Female	-0.186451902438775	0.314530077756637
5c1eFu	met-c-893	18:2, linoleic acid (LA) || id:met-c-893	WHR	Weighted median	198	0.126054198237919	0.0712818176728621	0.0769953880919849	18:2, linoleic acid	la	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	Female	-0.0136581644008907	0.265766560876729
5c1eFu	met-c-893	18:2, linoleic acid (LA) || id:met-c-893	WHR	Inverse variance weighted (multiplicative random effects)	198	0.0914195159811329	0.0524161323504078	0.0811398594823729	18:2, linoleic acid	la	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	Female	-0.0113161034256664	0.194155135387932
5c1eFu	met-c-893	18:2, linoleic acid (LA) || id:met-c-893	WHR	Weighted mode	198	0.102639321353562	0.109637214372163	0.350330692191972	18:2, linoleic acid	la	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	Female	-0.112249618815877	0.317528261523002
5c1eFu	met-c-894	Lactate || id:met-c-894	WHR	MR Egger	199	0.177810635787411	0.0792217904123937	0.0259145192055826	Lactate	lac	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	Female	0.0225359265791193	0.333085344995703
5c1eFu	met-c-894	Lactate || id:met-c-894	WHR	Weighted median	199	0.185208451070872	0.0498769144700408	0.000204565962867716	Lactate	lac	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	Female	0.087449698709592	0.282967203432152
5c1eFu	met-c-894	Lactate || id:met-c-894	WHR	Inverse variance weighted (multiplicative random effects)	199	0.114881185782558	0.0322999617880983	0.000375546504939031	Lactate	lac	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	Female	0.0515732606778853	0.178189110887231
5c1eFu	met-c-894	Lactate || id:met-c-894	WHR	Weighted mode	199	0.23554664299568	0.083340679860741	0.00519170976201582	Lactate	lac	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	Female	0.0721989104686277	0.398894375522732
5c1eFu	met-c-895	Total cholesterol in LDL || id:met-c-895	WHR	MR Egger	199	0.118563331765973	0.13325693132496	0.374693508509496	Total cholesterol in LDL	ldlc	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	Female	-0.142620253630949	0.379746917162895
5c1eFu	met-c-895	Total cholesterol in LDL || id:met-c-895	WHR	Weighted median	199	0.19150993545632	0.0588971838814222	0.00114758410693662	Total cholesterol in LDL	ldlc	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	Female	0.0760714550487325	0.306948415863908
5c1eFu	met-c-895	Total cholesterol in LDL || id:met-c-895	WHR	Inverse variance weighted (multiplicative random effects)	199	0.123634355732945	0.0544281805962432	0.0231159009739549	Total cholesterol in LDL	ldlc	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	Female	0.0169551217643083	0.230313589701582
5c1eFu	met-c-895	Total cholesterol in LDL || id:met-c-895	WHR	Weighted mode	199	0.199978996254372	0.0851485778021738	0.019830584389836	Total cholesterol in LDL	ldlc	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	Female	0.0330877837621113	0.366870208746633
5c1eFu	met-c-896	Mean diameter for LDL particles || id:met-c-896	WHR	MR Egger	197	-0.0877543987069834	0.0918884928392806	0.340755206620345	Mean diameter for LDL particles	ldld	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	Female	-0.267855844671973	0.0923470472580066
5c1eFu	met-c-896	Mean diameter for LDL particles || id:met-c-896	WHR	Weighted median	197	-0.113830691765844	0.0611455223236546	0.0626544472105236	Mean diameter for LDL particles	ldld	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	Female	-0.233675915520207	0.00601453198851901
5c1eFu	met-c-896	Mean diameter for LDL particles || id:met-c-896	WHR	Inverse variance weighted (multiplicative random effects)	197	-0.0955987378201065	0.0380549365430564	0.0120006748304321	Mean diameter for LDL particles	ldld	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	Female	-0.170186413444497	-0.021011062195716
5c1eFu	met-c-896	Mean diameter for LDL particles || id:met-c-896	WHR	Weighted mode	197	-0.172435732203623	0.10423489412642	0.099667213364336	Mean diameter for LDL particles	ldld	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	Female	-0.376736124691406	0.0318646602841602
5c1eFu	met-c-897	Leucine || id:met-c-897	WHR	MR Egger	199	0.236145402435443	0.0876839743477811	0.00768827390328634	Leucine	leu	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	Female	0.064284812713792	0.408005992157094
5c1eFu	met-c-897	Leucine || id:met-c-897	WHR	Weighted median	199	0.204685212795709	0.054182043006644	0.000158263343886395	Leucine	leu	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	Female	0.0984884085026868	0.310882017088731
5c1eFu	met-c-897	Leucine || id:met-c-897	WHR	Inverse variance weighted (multiplicative random effects)	199	0.175096625129483	0.0357195202635242	9.48721005229679e-07	Leucine	leu	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	Female	0.105086365412976	0.24510688484599
5c1eFu	met-c-897	Leucine || id:met-c-897	WHR	Weighted mode	199	0.236038550107215	0.0793181246072338	0.00328578487257341	Leucine	leu	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	Female	0.0805750258770368	0.391502074337393
5c1eFu	met-c-898	Total cholesterol in medium HDL || id:met-c-898	WHR	MR Egger	199	-0.170947498273433	0.0912891577256973	0.0626060391606901	Total cholesterol in medium HDL	mhdlc	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.3498742474158	0.00797925086893372
5c1eFu	met-c-898	Total cholesterol in medium HDL || id:met-c-898	WHR	Weighted median	199	-0.240338470905813	0.0547135318764274	1.11967196182458e-05	Total cholesterol in medium HDL	mhdlc	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.347576993383611	-0.133099948428015
5c1eFu	met-c-898	Total cholesterol in medium HDL || id:met-c-898	WHR	Inverse variance weighted (multiplicative random effects)	199	-0.212392877901259	0.0373600950749821	1.30797552677601e-08	Total cholesterol in medium HDL	mhdlc	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.285618664248224	-0.139167091554294
5c1eFu	met-c-898	Total cholesterol in medium HDL || id:met-c-898	WHR	Weighted mode	199	-0.280274673252329	0.100112004017187	0.00562291409319338	Total cholesterol in medium HDL	mhdlc	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.476494201126016	-0.0840551453786425
5c1eFu	met-c-899	Cholesterol esters in medium HDL || id:met-c-899	WHR	MR Egger	197	-0.118698473816763	0.0946614055652308	0.211369749978534	Cholesterol esters in medium HDL	mhdlce	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	-0.304234828724615	0.0668378810910894
5c1eFu	met-c-899	Cholesterol esters in medium HDL || id:met-c-899	WHR	Weighted median	197	-0.16852156403159	0.0599148616540353	0.00491299281868531	Cholesterol esters in medium HDL	mhdlce	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	-0.285954692873499	-0.0510884351896808
5c1eFu	met-c-899	Cholesterol esters in medium HDL || id:met-c-899	WHR	Inverse variance weighted (multiplicative random effects)	197	-0.204680446452117	0.0393238752226829	1.94005215983576e-07	Cholesterol esters in medium HDL	mhdlce	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	-0.281755241888575	-0.127605651015659
5c1eFu	met-c-899	Cholesterol esters in medium HDL || id:met-c-899	WHR	Weighted mode	197	-0.185803922002824	0.100908192595738	0.0670865585227503	Cholesterol esters in medium HDL	mhdlce	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	-0.38358397949047	0.0119761354848225
5c1eFu	met-c-900	Free cholesterol in medium HDL || id:met-c-900	WHR	MR Egger	199	-0.176123777131841	0.0886227323503442	0.0482698110388299	Free cholesterol in medium HDL	mhdlfc	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	-0.349824332538516	-0.00242322172516637
5c1eFu	met-c-900	Free cholesterol in medium HDL || id:met-c-900	WHR	Weighted median	199	-0.226390988659435	0.0564740988055494	6.1038958553611e-05	Free cholesterol in medium HDL	mhdlfc	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	-0.337080222318312	-0.115701755000558
5c1eFu	met-c-900	Free cholesterol in medium HDL || id:met-c-900	WHR	Inverse variance weighted (multiplicative random effects)	199	-0.200063186132192	0.0362241013541535	3.33392060458e-08	Free cholesterol in medium HDL	mhdlfc	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	-0.271062424786333	-0.129063947478051
5c1eFu	met-c-900	Free cholesterol in medium HDL || id:met-c-900	WHR	Weighted mode	199	-0.282505627305913	0.0891782077354892	0.001778829145724	Free cholesterol in medium HDL	mhdlfc	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	Female	-0.457294914467472	-0.107716340144354
5c1eFu	met-c-901	Total lipids in medium HDL || id:met-c-901	WHR	MR Egger	197	-0.074114435200244	0.0932108976182326	0.427506780169253	Total lipids in medium HDL	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	Female	-0.25680779453198	0.108578924131492
5c1eFu	met-c-901	Total lipids in medium HDL || id:met-c-901	WHR	Weighted median	197	-0.157213965910005	0.0573728224798953	0.00613986892891939	Total lipids in medium HDL	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	Female	-0.2696646979706	-0.0447632338494102
5c1eFu	met-c-901	Total lipids in medium HDL || id:met-c-901	WHR	Inverse variance weighted (multiplicative random effects)	197	-0.170022970781734	0.0387270017828488	1.13196873725928e-05	Total lipids in medium HDL	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	Female	-0.245927894276118	-0.0941180472873504
5c1eFu	met-c-901	Total lipids in medium HDL || id:met-c-901	WHR	Weighted mode	197	-0.190960127864886	0.0881337535589126	0.0314636196712932	Total lipids in medium HDL	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	Female	-0.363702284840355	-0.0182179708894173
5c1eFu	met-c-902	Concentration of medium HDL particles || id:met-c-902	WHR	MR Egger	197	-0.0422671244789345	0.0927515307323773	0.64911081369127	Concentration of medium HDL particles	mhdlp	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	Female	-0.224060124714394	0.139525875756525
5c1eFu	met-c-902	Concentration of medium HDL particles || id:met-c-902	WHR	Weighted median	197	-0.122773336935603	0.058554743347932	0.0360177102740221	Concentration of medium HDL particles	mhdlp	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	Female	-0.23754063389755	-0.00800603997365627
5c1eFu	met-c-902	Concentration of medium HDL particles || id:met-c-902	WHR	Inverse variance weighted (multiplicative random effects)	197	-0.146328547573095	0.0385608830504314	0.000147797911711422	Concentration of medium HDL particles	mhdlp	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	Female	-0.221907878351941	-0.0707492167942494
5c1eFu	met-c-902	Concentration of medium HDL particles || id:met-c-902	WHR	Weighted mode	197	-0.155928334267385	0.0871605620677446	0.0751625906641717	Concentration of medium HDL particles	mhdlp	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	Female	-0.326763035920164	0.0149063673853944
5c1eFu	met-c-903	Phospholipids in medium HDL || id:met-c-903	WHR	MR Egger	199	-0.107822375025802	0.0892927650492427	0.22868151601449	Phospholipids in medium HDL	mhdlpl	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	Female	-0.282836194522318	0.0671914444707137
5c1eFu	met-c-903	Phospholipids in medium HDL || id:met-c-903	WHR	Weighted median	199	-0.174054945783266	0.0544359603362757	0.00138660064003449	Phospholipids in medium HDL	mhdlpl	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	Female	-0.280749428042366	-0.0673604635241656
5c1eFu	met-c-903	Phospholipids in medium HDL || id:met-c-903	WHR	Inverse variance weighted (multiplicative random effects)	199	-0.159980130716015	0.0365301459269426	1.19006371726813e-05	Phospholipids in medium HDL	mhdlpl	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	Female	-0.231579216732823	-0.0883810446992075
5c1eFu	met-c-903	Phospholipids in medium HDL || id:met-c-903	WHR	Weighted mode	199	-0.222045184506731	0.0918704436195431	0.0165583403936307	Phospholipids in medium HDL	mhdlpl	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	Female	-0.402111254001035	-0.0419791150124265
5c1eFu	met-c-904	Total cholesterol in medium LDL || id:met-c-904	WHR	MR Egger	199	0.108327977965035	0.130607919864981	0.407874311311472	Total cholesterol in medium LDL	mldlc	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.147663544970328	0.364319500900398
5c1eFu	met-c-904	Total cholesterol in medium LDL || id:met-c-904	WHR	Weighted median	199	0.173234859432527	0.0563045299984267	0.00209272021561485	Total cholesterol in medium LDL	mldlc	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	0.0628779806356107	0.283591738229443
5c1eFu	met-c-904	Total cholesterol in medium LDL || id:met-c-904	WHR	Inverse variance weighted (multiplicative random effects)	199	0.125452223820582	0.0533734276143541	0.018750112259862	Total cholesterol in medium LDL	mldlc	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	0.020840305696448	0.230064141944716
5c1eFu	met-c-904	Total cholesterol in medium LDL || id:met-c-904	WHR	Weighted mode	199	0.150275068626889	0.0894813183590174	0.0946510539668142	Total cholesterol in medium LDL	mldlc	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	Female	-0.0251083153567851	0.325658452610563
5c1eFu	met-c-905	Cholesterol esters in medium LDL || id:met-c-905	WHR	MR Egger	197	0.107905229704453	0.133009777672877	0.418206688557415	Cholesterol esters in medium LDL	mldlce	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	-0.152793934534386	0.368604393943292
5c1eFu	met-c-905	Cholesterol esters in medium LDL || id:met-c-905	WHR	Weighted median	197	0.175007094346672	0.0575675940148262	0.00236556200977608	Cholesterol esters in medium LDL	mldlce	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	0.0621746100776126	0.287839578615731
5c1eFu	met-c-905	Cholesterol esters in medium LDL || id:met-c-905	WHR	Inverse variance weighted (multiplicative random effects)	197	0.14007955971323	0.0550885262716874	0.0109965554068177	Cholesterol esters in medium LDL	mldlce	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	0.0321060482207227	0.248053071205737
5c1eFu	met-c-905	Cholesterol esters in medium LDL || id:met-c-905	WHR	Weighted mode	197	0.199112085482311	0.0888005976618423	0.0260663766440795	Cholesterol esters in medium LDL	mldlce	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	Female	0.0250629140651001	0.373161256899522
5c1eFu	met-c-906	Total lipids in medium LDL || id:met-c-906	WHR	MR Egger	197	0.121848654725246	0.13402210507541	0.364383598971582	Total lipids in medium LDL	mldll	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	Female	-0.140834671222558	0.38453198067305
5c1eFu	met-c-906	Total lipids in medium LDL || id:met-c-906	WHR	Weighted median	197	0.197681041592239	0.0610250001474375	0.00119804477295939	Total lipids in medium LDL	mldll	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	Female	0.0780720413032615	0.317290041881217
5c1eFu	met-c-906	Total lipids in medium LDL || id:met-c-906	WHR	Inverse variance weighted (multiplicative random effects)	197	0.150864012326785	0.0555086690060888	0.00657084195418844	Total lipids in medium LDL	mldll	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	Female	0.042067021074851	0.259661003578719
5c1eFu	met-c-906	Total lipids in medium LDL || id:met-c-906	WHR	Weighted mode	197	0.206080165066329	0.0918007129632848	0.0258941789672797	Total lipids in medium LDL	mldll	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	Female	0.0261507676582908	0.386009562474367
5c1eFu	met-c-907	Concentration of medium LDL particles || id:met-c-907	WHR	MR Egger	197	0.128690946635448	0.13352936234657	0.336357322580082	Concentration of medium LDL particles	mldlp	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	Female	-0.133026603563829	0.390408496834725
5c1eFu	met-c-907	Concentration of medium LDL particles || id:met-c-907	WHR	Weighted median	197	0.217346035638733	0.0573737574498013	0.000151713223925505	Concentration of medium LDL particles	mldlp	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	Female	0.104893471037122	0.329798600240344
